region,hemisphere,F_mean,p_value,p_value_std,sample_size,fraction_significant,count_significant,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high,std_p,std_p_low,std_p_high,proba_significant,group,metric,test,analysis,study,significant,r_mean
Left-Cerebellum-White-Matter,,,0.480364273617567,0.29534060279904384,103.0,0.0,0,0.5406572131370063,0.0393840135776137,0.0728447020046204,390,baseline+follow-up,0.5301277429768106,0.5513997846092439,0.3194928688835408,0.31327064425106915,0.3258410223816463,0.10013110414565,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.07642013008599774
Left-Hippocampus,,,0.6701233384570439,0.24843511922828215,103.0,0.0,0,0.610305954456862,0.0232723144368352,0.0381322093728322,390,baseline+follow-up,0.5984200530392945,0.6224324094016581,0.4817348901086837,0.4723529508183646,0.49130670633885315,0.3298766615400117,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.00821417326725756
Left-Inf-Lat-Vent,,,0.581438923825325,0.2413233948852175,103.0,0.0,0,0.5533218865008883,0.1140936661769373,0.206197638229071,390,baseline+follow-up,0.542545767822864,0.5643160983017449,0.41716434876240177,0.4090399411794439,0.42545318265448545,0.22145881051003596,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.03138237315643969
Left-Lateral-Ventricle,,,0.4461773217904121,0.1392184534254912,103.0,0.0,0,0.1750509806410287,0.0098180340596584,0.0560867127033807,390,baseline+follow-up,0.1716418074488722,0.1785291505888787,0.1012566594247865,0.09928465396915187,0.10326857543086244,1.6175006793318094e-08,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.07915058439809054
Left-Pallidum,,,0.6932004699623099,0.2178303838843211,103.0,0.0,0,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,baseline+follow-up,0.5469462047907104,0.5688931083307469,0.44054207883054325,0.4319623825633979,0.449295415794099,0.2529807890013749,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.007508871013658385
Left-Putamen,,,0.7071096930479174,0.23475404979082404,103.0,0.0,0,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,baseline+follow-up,0.581856800237998,0.6052045352749822,0.4553943030743075,0.4465253550443311,0.46444274583980866,0.2928903069491382,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.025109971768534082
Left-Thalamus,,,0.5951102759789813,0.24338262152577061,103.0,0.0,0,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,baseline+follow-up,0.510288184682594,0.5307641391160552,0.3734423717417374,0.36616946348441076,0.3808624731881244,0.12846474431168506,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.04440481018433034
Left-VentralDC,,,0.6183676638598575,0.25804461755109936,103.0,0.0,0,0.518629501010731,0.0229529828958855,0.044256994349827,390,baseline+follow-up,0.508529027508483,0.528934393550483,0.37798613775975926,0.3706247382226733,0.38549652142196755,0.12915241774303404,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.040760383592802096
Left-choroid-plexus,,,0.6424796298670269,0.26952319343175307,103.0,0.0,0,0.6322591741813464,0.0962644965045809,0.1522548037823649,390,baseline+follow-up,0.6199457268689078,0.6448218279341963,0.4969636160252796,0.48728509248301616,0.5068380189455276,0.3575203701300287,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.01232014253451056
Left-vessel,,,0.24363086530117592,0.2433935474636631,103.0,0.23076923076923078,6,0.9169776480491044,0.8206685305389285,0.8949711394655299,390,baseline+follow-up,0.89911921844141,0.935197506553268,0.2668620504558316,0.2616648276520155,0.27216445756442437,0.3425596866278994,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.14079786291656954
MaskVol,,,0.5983850670228107,0.09130311679786882,103.0,0.0,0,0.1433701320509625,0.002290377463985,0.0159752762393417,390,baseline+follow-up,0.1405779534013245,0.1462188203753173,0.09825344916825259,0.09633993218185985,0.10020569298270131,1.0729566425395922e-13,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.05375451943071545
MaskVol-to-eTIV,,,0.8017956968187359,0.05757108575640175,103.0,0.0,0,0.0987904978786462,0.0022918380920442,0.0231989729908994,390,baseline+follow-up,0.0968665216988251,0.1007534125655356,0.07574172318050669,0.07426662917503962,0.0772466709642901,2.543893925860897e-24,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.025482934076542695
Optic-Chiasm,,,0.41431963133177585,0.2524986100011663,103.0,0.0,0,0.7423883909393134,0.1937340610940024,0.260960520744241,390,baseline+follow-up,0.727930142312026,0.7571392536967922,0.3873606215218791,0.3798166509496861,0.3950572711940155,0.30462215482073224,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.09116874275278536
Right-Accumbens-area,,,0.5833063932050926,0.2386219328970443,103.0,0.0,0,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,baseline+follow-up,0.5258258094279692,0.5469252305726741,0.4097425250055235,0.401762659786717,0.4178838912041679,0.20423695911652318,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.0267965957127458
Right-Amygdala,,,0.41199294163968925,0.25995418307785984,103.0,0.038461538461538464,1,0.580230428886389,0.0363417528233613,0.0626333108608427,390,baseline+follow-up,0.5689302578379939,0.5917592991228794,0.29830666575277137,0.292497049124508,0.3042338606548802,0.12051374380450026,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.09276300368584348
Right-Caudate,,,0.2067492404836602,0.15917405802830525,103.0,0.07692307692307693,2,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,baseline+follow-up,0.500972258531533,0.5210743997255338,0.1518919495221335,0.14893380578298399,0.15490996183039712,0.13561324473709843,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.1393066618596216
Right-Cerebellum-Cortex,,,0.6314461142234694,0.2060615526883152,103.0,0.0,0,0.3696342571946054,0.0099111068877311,0.0268132801406259,390,baseline+follow-up,0.3624355131720589,0.376978693428908,0.2565168013190296,0.25152105551290993,0.26161365382564944,0.007553939719994594,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.0513717291676979
Right-Cerebellum-White-Matter,,,0.4509000084440447,0.2733337748547717,103.0,0.0,0,0.5828623229957879,0.0436856908468538,0.0749502740584066,390,baseline+follow-up,0.5715108949775118,0.594443487569412,0.338820239118608,0.332221607840261,0.3455524171910198,0.15657359554459002,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.07852820820473316
Right-Hippocampus,,,0.587825259960938,0.23104035747240503,103.0,0.0,0,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,baseline+follow-up,0.6179386536221283,0.6427342183521081,0.49902815882247487,0.4893094276565094,0.5089435831108234,0.4121747400361176,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.0020070497588306237
Right-Inf-Lat-Vent,,,0.17326752718344898,0.14891009869824606,103.0,0.2692307692307692,7,0.6076548439411439,0.1008170419709849,0.1659116897959754,390,baseline+follow-up,0.595820573739046,0.6197286227290261,0.13065566820741503,0.128111107760939,0.1332517268927829,0.16924208620991626,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.16043662540670653
Right-Lateral-Ventricle,,,0.7118028278511166,0.12847179325239674,103.0,0.0,0,0.1884897402528028,0.0106541105529863,0.0565235568720981,390,baseline+follow-up,0.1848188429684047,0.1922349312116,0.13928003616272241,0.13656751342363396,0.14204745645561456,3.130015067914811e-08,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.0372333780755671
Right-Pallidum,,,0.643361807845885,0.21541676539213905,103.0,0.0,0,0.572812572781918,0.0389047542958497,0.0679188204736938,390,baseline+follow-up,0.5616568668263893,0.5841940541601137,0.448329134759239,0.4395977831159244,0.45723719638537164,0.2744727021683945,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.015386238878832996
Right-Putamen,,,0.4362704976160166,0.2854437388365769,103.0,0.038461538461538464,1,0.6574161173265474,0.0317093910138104,0.048233364193686,390,baseline+follow-up,0.644612730592729,0.6704786261690803,0.3712902937844145,0.36405929792570846,0.37866763458559316,0.23917716812499124,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.08209743417907157
Right-Thalamus,,,0.14499147484522673,0.12427342937287207,103.0,0.15384615384615385,4,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,baseline+follow-up,0.4819769208200747,0.5013168502264952,0.10722707542223756,0.10513879422744403,0.10935762042097874,0.19283021086674865,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.15955802101215605
Right-VentralDC,,,0.7248851143178153,0.17364162980884063,103.0,0.0,0,0.522789522649814,0.0240096210969952,0.0459259798767578,390,baseline+follow-up,0.512608031410911,0.5331770726085333,0.4075562278022127,0.3996189414126611,0.41565415343741796,0.18112579355544514,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.017779105042147744
Right-choroid-plexus,,,0.356823115795834,0.2186050035380167,103.0,0.0,0,0.5814554113331754,0.0842754513827903,0.1449388031140023,390,baseline+follow-up,0.5701313833643383,0.5930086213198199,0.27761743920124005,0.2722107518011801,0.2831335501678445,0.14493485125046934,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.10035385466896221
Right-vessel,,,0.5703106987569179,0.2670880717907035,102.5,0.0,0,0.7054345090335055,0.6783963641930024,0.9616716442217332,390,baseline+follow-up,0.6916959489396844,0.7194511177980589,0.5352327800254811,0.5248089524151228,0.5458675708948134,0.42968930124013766,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.029352919952842366
SubCortGrayVol,,,0.3048639998434271,0.2057761004847163,103.0,0.07692307692307693,2,0.429201747094905,0.0083756581745378,0.0195145015863269,390,baseline+follow-up,0.420842907373674,0.4377297576941233,0.176993785292596,0.17354677536561255,0.18051055773629546,0.038662551417490296,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.11387529122960983
SupraTentorialVol,,,0.29972728465882426,0.0876112260889329,103.0,0.0,0,0.2445600032601116,0.0037973925536291,0.0155274472645072,390,baseline+follow-up,0.2397971198764543,0.2494192805441948,0.10952584913759292,0.10739279859791181,0.11170206954828767,0.0008253691973395488,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.10647717971381264
SupraTentorialVolNotVent,,,0.3292593022491523,0.0917615420195558,103.0,0.0,0,0.2392631990714389,0.0039347502811608,0.0164452799111242,390,baseline+follow-up,0.2346034726239953,0.2440172316714808,0.1144908934792277,0.11226114713124331,0.11676576668212948,0.0003478335108019996,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.1001344893053738
SurfaceHoles,,,0.6184752186234679,0.20913934346460392,103.0,0.0,0,0.5590604234270993,0.4137834792872959,0.7401408898715449,390,baseline+follow-up,0.5481725449281394,0.5701686569067164,0.44076887115382196,0.43218475803447803,0.44952671436030384,0.2618047431184347,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.00953310914579563
TotalGrayVol,,,0.17444244034948192,0.042814060712741416,103.0,0.0,0,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,baseline+follow-up,0.1338957408424647,0.1392684756433502,0.04134198962056001,0.04053684130200332,0.042163432981551154,2.617846956942347e-05,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.13801946718276142
WM-hypointensities,,,0.3747999164596068,0.33886258977662304,103.0,0.0,0,0.7021222019024588,0.6615241233620535,0.9421780447471944,390,baseline+follow-up,0.6884481500372349,0.7160729968847697,0.37566959229964003,0.3683533082177895,0.38313394743477175,0.3360023287119622,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.08839349671537791
lhCerebralWhiteMatterVol,,,0.7399845030080981,0.1421165306768907,103.0,0.0,0,0.3035872376913366,0.0077970312503649,0.0256830007402761,390,baseline+follow-up,0.2976747802550624,0.3096193547513043,0.2280469689217428,0.22360568210259127,0.2325781409900014,0.0015191391367976553,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.03252589367451398
lhCortexVol,,,0.2732912004127803,0.10954905717231549,103.0,0.0,0,0.2090627907936135,0.0055975705198605,0.0267745900579048,390,baseline+follow-up,0.204991226845551,0.2132167573323282,0.08658424447026906,0.08489798893470893,0.08830462738941057,0.00015688737335420853,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.11350232915467477
lhSurfaceHoles,,,0.5353406874531508,0.25770413009413096,103.0,0.0,0,0.6645098892685866,0.606190378216169,0.912236804908037,390,baseline+follow-up,0.6515683490834279,0.6777133475893534,0.5091355398434375,0.49921996423653625,0.5192517924207214,0.46465931254390486,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.025741718167691136
rhCerebralWhiteMatterVol,,,0.8025251108816371,0.15404051348573702,103.0,0.0,0,0.2923462757670543,0.0077398449485129,0.0264749223440771,390,baseline+follow-up,0.2866527396182016,0.2981550408880223,0.22830390973224152,0.22385761890957112,0.23284018707784376,0.002371583470002379,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.016772960241122185
rhCortexVol,,,0.18830440671250337,0.04977378934357357,103.0,0.0,0,0.1692788233025303,0.0047994374043694,0.0283522611436875,390,baseline+follow-up,0.1659820646994682,0.1726423035518965,0.0540690813539863,0.05301606890011986,0.0551434052634247,0.00028788612119614795,simulated,subcortical volume,r,partial correlation,longitudinal,False,-0.13415627921861611
rhSurfaceHoles,,,0.6306100347897758,0.23950290657441278,103.0,0.0,0,0.6492047494386912,0.7112805390575099,1.0956182000709176,390,baseline+follow-up,0.6365612816905974,0.6621041027655354,0.497857757223267,0.48816181999848063,0.5077499262538937,0.36938996520727974,simulated,subcortical volume,r,partial correlation,longitudinal,False,0.025389227133917447
3rd-Ventricle,,,0.7469246557764383,0.14163605512760763,103.0,0.0,0,0.4002621020410591,0.0252802645398518,0.0631592759118089,390,baseline+follow-up,0.392466871056819,0.4082150972741302,0.14163605512760763,0.3006009386509575,0.3126629289286694,5.590335450312366e-08,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.02587068497130932
4th-Ventricle,,,0.18232232048016794,0.1747172081612792,103.0,0.3076923076923077,8,0.4418529063488977,0.0303452343404945,0.0686772315050322,390,baseline+follow-up,0.4332476813014008,0.4506322887585541,0.1747172081612792,0.10210407069096519,0.10620112479038461,0.276386439316024,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.15476109545112243
Brain-Stem,,,0.0645412387975677,0.07989905959623941,103.0,0.5384615384615384,14,0.4276468446979438,0.01328770857307,0.0310716862238407,390,baseline+follow-up,0.4193182871924921,0.4361439602129464,0.07989905959623941,0.03642554789064469,0.0378871687574626,0.5932392478779895,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.20794377347185528
BrainSegVol,,,0.3307251701467455,0.09235134333949327,103.0,0.0,0,0.2308937198079375,0.0034063546802356,0.0147529117858603,390,baseline+follow-up,0.2263969916152478,0.2354814553032911,0.09235134333949327,0.10865696564547608,0.11301696288667977,7.6182885205018605e-06,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.09983995882696704
BrainSegVol-to-eTIV,,,0.9255597506169176,0.05234467522247818,103.0,0.0,0,0.1639922843869211,0.0034070737656566,0.020775817462351,390,baseline+follow-up,0.1607984828006342,0.1672507239177658,0.05234467522247818,0.12721209376908624,0.1323166388351673,1.0659967031334337e-28,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.004697825160829806
BrainSegVolNotVent,,,0.3598838548049469,0.09586273834356566,103.0,0.0,0,0.2259511761218401,0.0035163922666224,0.0155626198853076,390,baseline+follow-up,0.2215507055300732,0.2304407059010532,0.09586273834356566,0.11262798584603462,0.11714732526117391,2.015592448368598e-06,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.09395835120422111
CC_Anterior,,,0.5873058568260268,0.25360666275775934,103.0,0.0,0,0.8272891248246738,0.0550077641462893,0.0664915837712082,390,baseline+follow-up,0.8111774075627266,0.8437269200407376,0.25360666275775934,0.5748979731266965,0.597966476484174,0.009136748571526805,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.04711223680005782
CC_Central,,,0.5708087003715133,0.24017724418301123,103.0,0.0,0,0.6789315102001462,0.0843430005565203,0.1242290264767006,390,baseline+follow-up,0.6657091043878012,0.6924215184639053,0.24017724418301123,0.5271348293007826,0.5482867765122725,0.006247605405230647,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.0020185522608284568
CC_Mid_Anterior,,,0.6106786217058301,0.22885112238388924,103.0,0.0,0,0.664023666368263,0.0778951924417395,0.1173078557090756,390,baseline+follow-up,0.6510915955278125,0.6772174636984221,0.22885112238388924,0.49802553687271983,0.5180094371584946,0.0025467810513769475,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.026379597255502728
CC_Mid_Posterior,,,0.5319931175002177,0.2550156138555523,103.0,0.0,0,0.7465825219814721,0.0838638368347153,0.1123302975431784,390,baseline+follow-up,0.7320425913261209,0.7614167198936286,0.2550156138555523,0.4960574024132602,0.5159623288314822,0.0157175521213848,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.055805263838381976
CC_Posterior,,,0.379861076694835,0.2841251736392658,103.0,0.038461538461538464,1,0.9292757386289316,0.1135149153427008,0.1221541794582763,390,baseline+follow-up,0.911177799819027,0.9477399536566296,0.2841251736392658,0.504225729332366,0.5244584201292541,0.1290708808782883,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.08452679909584972
CSF,,,0.6204006038644689,0.2675625744992829,103.0,0.0,0,0.5974901055104201,0.04999787621757,0.0836798396432995,390,baseline+follow-up,0.5858537968029474,0.6093619163481199,0.2675625744992829,0.40159358920534644,0.41770803645333376,0.011980920178259106,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.05370819905285861
CerebralWhiteMatterVol,,,0.8606172831651107,0.0865885438174259,103.0,0.0,0,0.2327052635804351,0.0058338743266614,0.0250697996121816,390,baseline+follow-up,0.2281732550000378,0.2373289934877345,0.0865885438174259,0.18009789051788894,0.18732454461355563,2.592450945575109e-16,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.008260589678018525
CortexVol,,,0.2119350174881124,0.04859639207160684,103.0,0.0,0,0.1419785270211943,0.0038332543593074,0.0269988317228792,390,baseline+follow-up,0.1392134503194813,0.1447995648932289,0.04859639207160684,0.048926182340214175,0.05088940686759489,1.819092828687724e-06,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.12695959868146914
EstimatedTotalIntraCranialVol,,,0.5538977923536079,0.001968191448522179,103.0,0.0,0,0.0043793650819558,9.560383873559791e-05,0.0218305249611435,390,baseline+follow-up,0.0042940755624033,0.0044663807385545,0.001968191448522179,0.002841586222545694,0.0029556084393206894,0.0,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.05989302069864448
Left-Accumbens-area,,,0.6807554376537838,0.19795942747830425,103.0,0.0,0,0.5442618871361837,0.081005684064671,0.1488358563758883,390,baseline+follow-up,0.5336622148101993,0.5550760815649441,0.19795942747830425,0.4152815135172518,0.4319452059229995,0.00019149256529689992,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.018767331278496942
Left-Amygdala,,,0.5824192916736707,0.25690362761620406,103.0,0.038461538461538464,1,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,baseline+follow-up,0.5811045038890064,0.6044220520899539,0.25690362761620406,0.43785011764581766,0.4554194036428627,0.010699806520566022,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.03157099741454282
Left-Caudate,,,0.6564783718955429,0.20660765585044327,103.0,0.0,0,0.452558734995989,0.0168429187216333,0.0372170890078667,390,baseline+follow-up,0.4437450105508319,0.4615508365308442,0.20660765585044327,0.32692861753913693,0.3400470390050185,0.00044322623368174915,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.03801664548501385
Left-Cerebellum-Cortex,,,0.3812342799222307,0.14756572975717383,103.0,0.0,0,0.3673318499335827,0.0094609679413408,0.0257559151025196,390,baseline+follow-up,0.3601779460203744,0.3746305385593104,0.14756572975717383,0.1866201371719654,0.19410850460786105,0.0011763584801526218,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.09192766915237212
Left-Cerebellum-White-Matter,,,0.480364273617567,0.29534060279904384,103.0,0.0,0,0.5406572131370063,0.0393840135776137,0.0728447020046204,390,baseline+follow-up,0.5301277429768106,0.5513997846092439,0.29534060279904384,0.31327064425106915,0.3258410223816463,0.06659721086269935,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.07642013008599774
Left-Hippocampus,,,0.6701233384570439,0.24843511922828215,103.0,0.0,0,0.610305954456862,0.0232723144368352,0.0381322093728322,390,baseline+follow-up,0.5984200530392945,0.6224324094016581,0.24843511922828215,0.4723529508183646,0.49130670633885315,0.004524249635565165,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.00821417326725756
Left-Inf-Lat-Vent,,,0.581438923825325,0.2413233948852175,103.0,0.0,0,0.5533218865008883,0.1140936661769373,0.206197638229071,390,baseline+follow-up,0.542545767822864,0.5643160983017449,0.2413233948852175,0.4090399411794439,0.42545318265448545,0.0059244852636738485,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.03138237315643969
Left-Lateral-Ventricle,,,0.4461773217904121,0.1392184534254912,103.0,0.0,0,0.1750509806410287,0.0098180340596584,0.0560867127033807,390,baseline+follow-up,0.1716418074488722,0.1785291505888787,0.1392184534254912,0.09928465396915187,0.10326857543086244,4.876140508379602e-05,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.07915058439809054
Left-Pallidum,,,0.6932004699623099,0.2178303838843211,103.0,0.0,0,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,baseline+follow-up,0.5469462047907104,0.5688931083307469,0.2178303838843211,0.4319623825633979,0.449295415794099,0.0008058753244112447,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.007508871013658385
Left-Putamen,,,0.7071096930479174,0.23475404979082404,103.0,0.0,0,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,baseline+follow-up,0.581856800237998,0.6052045352749822,0.23475404979082404,0.4465253550443311,0.46444274583980866,0.0021410135120996567,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.025109971768534082
Left-Thalamus,,,0.5951102759789813,0.24338262152577061,103.0,0.0,0,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,baseline+follow-up,0.510288184682594,0.5307641391160552,0.24338262152577061,0.36616946348441076,0.3808624731881244,0.005727176481112995,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.04440481018433034
Left-VentralDC,,,0.6183676638598575,0.25804461755109936,103.0,0.0,0,0.518629501010731,0.0229529828958855,0.044256994349827,390,baseline+follow-up,0.508529027508483,0.528934393550483,0.25804461755109936,0.3706247382226733,0.38549652142196755,0.008645786420247,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.040760383592802096
Left-choroid-plexus,,,0.6424796298670269,0.26952319343175307,103.0,0.0,0,0.6322591741813464,0.0962644965045809,0.1522548037823649,390,baseline+follow-up,0.6199457268689078,0.6448218279341963,0.26952319343175307,0.48728509248301616,0.5068380189455276,0.01148632273059434,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.01232014253451056
Left-vessel,,,0.24363086530117592,0.2433935474636631,103.0,0.23076923076923078,6,0.9169776480491044,0.8206685305389285,0.8949711394655299,390,baseline+follow-up,0.89911921844141,0.935197506553268,0.2433935474636631,0.2616648276520155,0.27216445756442437,0.28171722809171784,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.14079786291656954
MaskVol,,,0.5983850670228107,0.09130311679786882,103.0,0.0,0,0.1433701320509625,0.002290377463985,0.0159752762393417,390,baseline+follow-up,0.1405779534013245,0.1462188203753173,0.09130311679786882,0.09633993218185985,0.10020569298270131,1.1257341873725925e-15,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.05375451943071545
MaskVol-to-eTIV,,,0.8017956968187359,0.05757108575640175,103.0,0.0,0,0.0987904978786462,0.0022918380920442,0.0231989729908994,390,baseline+follow-up,0.0968665216988251,0.1007534125655356,0.05757108575640175,0.07426662917503962,0.0772466709642901,2.8528998578396956e-41,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.025482934076542695
Optic-Chiasm,,,0.41431963133177585,0.2524986100011663,103.0,0.0,0,0.7423883909393134,0.1937340610940024,0.260960520744241,390,baseline+follow-up,0.727930142312026,0.7571392536967922,0.2524986100011663,0.3798166509496861,0.3950572711940155,0.05237594220716138,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.09116874275278536
Right-Accumbens-area,,,0.5833063932050926,0.2386219328970443,103.0,0.0,0,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,baseline+follow-up,0.5258258094279692,0.5469252305726741,0.2386219328970443,0.401762659786717,0.4178838912041679,0.0051889988445145314,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.0267965957127458
Right-Amygdala,,,0.41199294163968925,0.25995418307785984,103.0,0.038461538461538464,1,0.580230428886389,0.0363417528233613,0.0626333108608427,390,baseline+follow-up,0.5689302578379939,0.5917592991228794,0.25995418307785984,0.292497049124508,0.3042338606548802,0.0628647742890563,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.09276300368584348
Right-Caudate,,,0.2067492404836602,0.15917405802830525,103.0,0.07692307692307693,2,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,baseline+follow-up,0.500972258531533,0.5210743997255338,0.15917405802830525,0.14893380578298399,0.15490996183039712,0.15532416597453622,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.1393066618596216
Right-Cerebellum-Cortex,,,0.6314461142234694,0.2060615526883152,103.0,0.0,0,0.3696342571946054,0.0099111068877311,0.0268132801406259,390,baseline+follow-up,0.3624355131720589,0.376978693428908,0.2060615526883152,0.25152105551290993,0.26161365382564944,0.0005260387956408194,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.0513717291676979
Right-Cerebellum-White-Matter,,,0.4509000084440447,0.2733337748547717,103.0,0.0,0,0.5828623229957879,0.0436856908468538,0.0749502740584066,390,baseline+follow-up,0.5715108949775118,0.594443487569412,0.2733337748547717,0.332221607840261,0.3455524171910198,0.05578456343583433,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.07852820820473316
Right-Hippocampus,,,0.587825259960938,0.23104035747240503,103.0,0.0,0,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,baseline+follow-up,0.6179386536221283,0.6427342183521081,0.23104035747240503,0.4893094276565094,0.5089435831108234,0.003515590069631109,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.0020070497588306237
Right-Inf-Lat-Vent,,,0.17326752718344898,0.14891009869824606,103.0,0.2692307692307692,7,0.6076548439411439,0.1008170419709849,0.1659116897959754,390,baseline+follow-up,0.595820573739046,0.6197286227290261,0.14891009869824606,0.128111107760939,0.1332517268927829,0.22824668137443596,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.16043662540670653
Right-Lateral-Ventricle,,,0.7118028278511166,0.12847179325239674,103.0,0.0,0,0.1884897402528028,0.0106541105529863,0.0565235568720981,390,baseline+follow-up,0.1848188429684047,0.1922349312116,0.12847179325239674,0.13656751342363396,0.14204745645561456,1.6392728182358483e-09,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.0372333780755671
Right-Pallidum,,,0.643361807845885,0.21541676539213905,103.0,0.0,0,0.572812572781918,0.0389047542958497,0.0679188204736938,390,baseline+follow-up,0.5616568668263893,0.5841940541601137,0.21541676539213905,0.4395977831159244,0.45723719638537164,0.0008959339142484251,sampled,subcortical volume,r,partial correlation,longitudinal,False,-0.015386238878832996
Right-Putamen,,,0.4362704976160166,0.2854437388365769,103.0,0.038461538461538464,1,0.6574161173265474,0.0317093910138104,0.048233364193686,390,baseline+follow-up,0.644612730592729,0.6704786261690803,0.2854437388365769,0.36405929792570846,0.37866763458559316,0.08024115215335713,sampled,subcortical volume,r,partial correlation,longitudinal,False,0.08209743417907157
